,ticker,field,value,exchange,stock
690,MHS US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",US,MHS
691,MI UN Equity,INDUSTRY_SECTOR,Financial,UN,MI
692,MIRKQ UN Equity,INDUSTRY_SECTOR,Utilities,UN,MIRKQ
693,MJN UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MJN
694,MJN US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",US,MJN
695,MJN-W UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MJN-W
696,MKC UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MKC
697,MKTX UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,MKTX
698,MLM UN Equity,INDUSTRY_SECTOR,Industrial,UN,MLM
699,MMC UN Equity,INDUSTRY_SECTOR,Financial,UN,MMC
700,MMM UN Equity,INDUSTRY_SECTOR,Industrial,UN,MMM
701,MNKKQ UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MNKKQ
702,MNST UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,MNST
703,MO UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MO
704,MOLX UQ Equity,INDUSTRY_SECTOR,Industrial,UQ,MOLX
705,MOLX UW Equity,INDUSTRY_SECTOR,Industrial,UW,MOLX
706,MOS UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,MOS
707,MPC UN Equity,INDUSTRY_SECTOR,Energy,UN,MPC
708,MRK UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MRK
709,MRO UN Equity,INDUSTRY_SECTOR,Energy,UN,MRO
710,MS UN Equity,INDUSTRY_SECTOR,Financial,UN,MS
711,MSCI UN Equity,INDUSTRY_SECTOR,Technology,UN,MSCI
712,MSFT UQ Equity,INDUSTRY_SECTOR,Technology,UQ,MSFT
713,MSFT UW Equity,INDUSTRY_SECTOR,Technology,UW,MSFT
714,MSI UN Equity,INDUSTRY_SECTOR,Communications,UN,MSI
715,MTB UN Equity,INDUSTRY_SECTOR,Financial,UN,MTB
716,MTD UN Equity,INDUSTRY_SECTOR,Industrial,UN,MTD
717,MTG UN Equity,INDUSTRY_SECTOR,Financial,UN,MTG
718,MTLQQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,MTLQQ
719,MTW UN Equity,INDUSTRY_SECTOR,Industrial,UN,MTW
720,MU UN Equity,INDUSTRY_SECTOR,Technology,UN,MU
721,MU UW Equity,INDUSTRY_SECTOR,Technology,UW,MU
722,MUR UN Equity,INDUSTRY_SECTOR,Energy,UN,MUR
723,MWV UN Equity,INDUSTRY_SECTOR,Industrial,UN,MWV
724,MWW UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MWW
725,MWW UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ,MWW
726,MWW UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,MWW
727,MXIM UQ Equity,INDUSTRY_SECTOR,Technology,UQ,MXIM
728,MXIM UW Equity,INDUSTRY_SECTOR,Technology,UW,MXIM
729,MYL UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,MYL
730,MYL UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,MYL
731,NAV UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,NAV
732,NAVI UW Equity,INDUSTRY_SECTOR,Financial,UW,NAVI
733,NBL UN Equity,INDUSTRY_SECTOR,Energy,UN,NBL
734,NBL US Equity,INDUSTRY_SECTOR,Energy,US,NBL
735,NBL UW Equity,INDUSTRY_SECTOR,Energy,UW,NBL
736,NBR UA Equity,INDUSTRY_SECTOR,Energy,UA,NBR
737,NBR UN Equity,INDUSTRY_SECTOR,Energy,UN,NBR
738,NCC UN Equity,INDUSTRY_SECTOR,Financial,UN,NCC
739,NCLH UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,NCLH
740,NCLH UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,NCLH
741,NCR UN Equity,INDUSTRY_SECTOR,Technology,UN,NCR
742,NDAQ UW Equity,INDUSTRY_SECTOR,Financial,UW,NDAQ
743,NEBLQ UN Equity,INDUSTRY_SECTOR,Energy,UN,NEBLQ
744,NEE UN Equity,INDUSTRY_SECTOR,Utilities,UN,NEE
745,NEM UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,NEM
746,NFB UN Equity,INDUSTRY_SECTOR,Financial,UN,NFB
747,NFLX UW Equity,INDUSTRY_SECTOR,Communications,UW,NFLX
748,NFX UN Equity,INDUSTRY_SECTOR,Energy,UN,NFX
749,NGVT UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,NGVT
750,NI UN Equity,INDUSTRY_SECTOR,Utilities,UN,NI
751,NKE UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,NKE
752,NKTR UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,NKTR
753,NLOK UQ Equity,INDUSTRY_SECTOR,Communications,UQ,NLOK
754,NLOK UW Equity,INDUSTRY_SECTOR,Communications,UW,NLOK
755,NLSN UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,NLSN
756,NOC UN Equity,INDUSTRY_SECTOR,Industrial,UN,NOC
757,NOV UN Equity,INDUSTRY_SECTOR,Energy,UN,NOV
758,NOVL UQ Equity,INDUSTRY_SECTOR,Technology,UQ,NOVL
759,NOVL UW Equity,INDUSTRY_SECTOR,Technology,UW,NOVL
760,NOW UN Equity,INDUSTRY_SECTOR,Technology,UN,NOW
761,NRG UN Equity,INDUSTRY_SECTOR,Utilities,UN,NRG
762,NSC UN Equity,INDUSTRY_SECTOR,Industrial,UN,NSC
763,NTAP UQ Equity,INDUSTRY_SECTOR,Technology,UQ,NTAP
764,NTAP UW Equity,INDUSTRY_SECTOR,Technology,UW,NTAP
765,NTRS UQ Equity,INDUSTRY_SECTOR,Financial,UQ,NTRS
766,NTRS UW Equity,INDUSTRY_SECTOR,Financial,UW,NTRS
767,NUE UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,NUE
768,NVDA UA Equity,INDUSTRY_SECTOR,Technology,UA,NVDA
769,NVDA UQ Equity,INDUSTRY_SECTOR,Technology,UQ,NVDA
770,NVDA UW Equity,INDUSTRY_SECTOR,Technology,UW,NVDA
771,NVR UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,NVR
772,NVT UN Equity,INDUSTRY_SECTOR,Industrial,UN,NVT
773,NWL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,NWL
774,NWL UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,NWL
775,NWS UW Equity,INDUSTRY_SECTOR,Communications,UW,NWS
776,NWSA UW Equity,INDUSTRY_SECTOR,Communications,UW,NWSA
777,NXTL UQ Equity,INDUSTRY_SECTOR,Communications,UQ,NXTL
778,NYT UN Equity,INDUSTRY_SECTOR,Communications,UN,NYT
779,NYX UN Equity,INDUSTRY_SECTOR,Financial,UN,NYX
780,O UN Equity,INDUSTRY_SECTOR,Financial,UN,O
781,ODFL UW Equity,INDUSTRY_SECTOR,Industrial,UW,ODFL
782,OI UN Equity,INDUSTRY_SECTOR,Industrial,UN,OI
783,OKE UN Equity,INDUSTRY_SECTOR,Energy,UN,OKE
784,OMC UN Equity,INDUSTRY_SECTOR,Communications,UN,OMC
785,OMX UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,OMX
786,ORCL UN Equity,INDUSTRY_SECTOR,Technology,UN,ORCL
787,ORCL UQ Equity,INDUSTRY_SECTOR,Technology,UQ,ORCL
788,ORCL UW Equity,INDUSTRY_SECTOR,Technology,UW,ORCL
789,ORLY UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,ORLY
790,OTIS UN Equity,INDUSTRY_SECTOR,Industrial,UN,OTIS
791,OXY UN Equity,INDUSTRY_SECTOR,Energy,UN,OXY
792,PAYC UN Equity,INDUSTRY_SECTOR,Technology,UN,PAYC
793,PAYX UQ Equity,INDUSTRY_SECTOR,Technology,UQ,PAYX
794,PAYX UW Equity,INDUSTRY_SECTOR,Technology,UW,PAYX
795,PBCT UW Equity,INDUSTRY_SECTOR,Financial,UW,PBCT
796,PBG UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PBG
797,PBI UN Equity,INDUSTRY_SECTOR,Technology,UN,PBI
798,PCAR UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UQ,PCAR
799,PCAR UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,PCAR
800,PCG UN Equity,INDUSTRY_SECTOR,Utilities,UN,PCG
801,PCL UN Equity,INDUSTRY_SECTOR,Financial,UN,PCL
802,PCP UN Equity,INDUSTRY_SECTOR,Industrial,UN,PCP
803,PDCO UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ,PDCO
804,PDCO UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,PDCO
805,PEAK UN Equity,INDUSTRY_SECTOR,Financial,UN,PEAK
806,PEG UN Equity,INDUSTRY_SECTOR,Utilities,UN,PEG
807,PEP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PEP
808,PEP UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,PEP
809,PETM UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,PETM
810,PFE UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PFE
811,PFG UN Equity,INDUSTRY_SECTOR,Financial,UN,PFG
812,PFG UW Equity,INDUSTRY_SECTOR,Financial,UW,PFG
813,PG UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PG
814,PGL UN Equity,INDUSTRY_SECTOR,Utilities,UN,PGL
815,PGR UN Equity,INDUSTRY_SECTOR,Financial,UN,PGR
816,PH UN Equity,INDUSTRY_SECTOR,Industrial,UN,PH
817,PHM UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,PHM
818,PKG UN Equity,INDUSTRY_SECTOR,Industrial,UN,PKG
819,PKI UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PKI
820,PLD UN Equity,INDUSTRY_SECTOR,Financial,UN,PLD
821,PM UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PM
822,PMCS UQ Equity,INDUSTRY_SECTOR,Technology,UQ,PMCS
823,PMCS UW Equity,INDUSTRY_SECTOR,Technology,UW,PMCS
824,PNC UN Equity,INDUSTRY_SECTOR,Financial,UN,PNC
825,PNR UN Equity,INDUSTRY_SECTOR,Industrial,UN,PNR
826,PNW UN Equity,INDUSTRY_SECTOR,Utilities,UN,PNW
827,POM UN Equity,INDUSTRY_SECTOR,Utilities,UN,POM
828,POM US Equity,INDUSTRY_SECTOR,Utilities,US,POM
829,POOL UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,POOL
830,PPG UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,PPG
831,PPL UN Equity,INDUSTRY_SECTOR,Utilities,UN,PPL
832,PRGO UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PRGO
833,PRGO UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,PRGO
834,PRSP UN Equity,INDUSTRY_SECTOR,Technology,UN,PRSP
835,PRU UN Equity,INDUSTRY_SECTOR,Financial,UN,PRU
836,PSA UN Equity,INDUSTRY_SECTOR,Financial,UN,PSA
837,PSX UN Equity,INDUSTRY_SECTOR,Energy,UN,PSX
838,PTC UQ Equity,INDUSTRY_SECTOR,Technology,UQ,PTC
839,PTC UW Equity,INDUSTRY_SECTOR,Technology,UW,PTC
840,PTV UN Equity,INDUSTRY_SECTOR,Industrial,UN,PTV
841,PVH UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,PVH
842,PVN UN Equity,INDUSTRY_SECTOR,Financial,UN,PVN
843,PWER UQ Equity,INDUSTRY_SECTOR,Industrial,UQ,PWER
844,PWR UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,PWR
845,PX UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,PX
846,PXD UN Equity,INDUSTRY_SECTOR,Energy,UN,PXD
847,PYPL UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,PYPL
848,QCOM UQ Equity,INDUSTRY_SECTOR,Technology,UQ,QCOM
849,QCOM UW Equity,INDUSTRY_SECTOR,Technology,UW,QCOM
850,QCP UN Equity,INDUSTRY_SECTOR,Financial,UN,QCP
851,QEP UN Equity,INDUSTRY_SECTOR,Energy,UN,QEP
852,QLGC UQ Equity,INDUSTRY_SECTOR,Technology,UQ,QLGC
853,QLGC UW Equity,INDUSTRY_SECTOR,Technology,UW,QLGC
854,QRVO UW Equity,INDUSTRY_SECTOR,Technology,UW,QRVO
855,QTRN UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UQ,QTRN
856,R UN Equity,INDUSTRY_SECTOR,Industrial,UN,R
857,RAI UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,RAI
858,RATL UQ Equity,INDUSTRY_SECTOR,Technology,UQ,RATL
859,RBK UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,RBK
860,RCL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,RCL
861,RDC UN Equity,INDUSTRY_SECTOR,Energy,UN,RDC
862,RE UN Equity,INDUSTRY_SECTOR,Financial,UN,RE
863,REG UN Equity,INDUSTRY_SECTOR,Financial,UN,REG
864,REG UW Equity,INDUSTRY_SECTOR,Financial,UW,REG
865,REGN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,REGN
866,REZI UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,REZI
867,RF UN Equity,INDUSTRY_SECTOR,Financial,UN,RF
868,RHI UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,RHI
869,RHT UN Equity,INDUSTRY_SECTOR,Technology,UN,RHT
870,RHT US Equity,INDUSTRY_SECTOR,Technology,US,RHT
871,RIG UN Equity,INDUSTRY_SECTOR,Energy,UN,RIG
872,RJF UN Equity,INDUSTRY_SECTOR,Financial,UN,RJF
873,RL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,RL
874,RMD UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,RMD
875,ROH UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,ROH
876,ROK UN Equity,INDUSTRY_SECTOR,Industrial,UN,ROK
877,ROL UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,ROL
878,ROP UN Equity,INDUSTRY_SECTOR,Technology,UN,ROP
879,ROST UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,ROST
880,RRC UN Equity,INDUSTRY_SECTOR,Energy,UN,RRC
881,RRD UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,RRD
882,RRD UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,RRD
883,RSG UN Equity,INDUSTRY_SECTOR,Industrial,UN,RSG
884,RSHCQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,RSHCQ
885,RTN UN Equity,INDUSTRY_SECTOR,Industrial,UN,RTN
886,RTX UN Equity,INDUSTRY_SECTOR,Industrial,UN,RTX
887,RX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,RX
888,SANM UQ Equity,INDUSTRY_SECTOR,Industrial,UQ,SANM
889,SANM UW Equity,INDUSTRY_SECTOR,Industrial,UW,SANM
890,SBAC UW Equity,INDUSTRY_SECTOR,Financial,UW,SBAC
891,SBUX UA Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UA,SBUX
892,SBUX UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UQ,SBUX
893,SBUX UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,SBUX
894,SCG UN Equity,INDUSTRY_SECTOR,Utilities,UN,SCG
895,SCHW UN Equity,INDUSTRY_SECTOR,Financial,UN,SCHW
896,SCHW UQ Equity,INDUSTRY_SECTOR,Financial,UQ,SCHW
897,SCHW UW Equity,INDUSTRY_SECTOR,Financial,UW,SCHW
898,SEBL UA Equity,INDUSTRY_SECTOR,Technology,UA,SEBL
899,SEBL UQ Equity,INDUSTRY_SECTOR,Technology,UQ,SEBL
900,SEE UN Equity,INDUSTRY_SECTOR,Industrial,UN,SEE
901,SGP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SGP
902,SHLDQ UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UQ,SHLDQ
903,SHLDQ UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,SHLDQ
904,SHW UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,SHW
905,SIAL UQ Equity,INDUSTRY_SECTOR,Basic Materials,UQ,SIAL
906,SIAL UW Equity,INDUSTRY_SECTOR,Basic Materials,UW,SIAL
907,SIG UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,SIG
908,SITC UN Equity,INDUSTRY_SECTOR,Financial,UN,SITC
909,SIVB UW Equity,INDUSTRY_SECTOR,Financial,UW,SIVB
910,SJM UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SJM
911,SLB UN Equity,INDUSTRY_SECTOR,Energy,UN,SLB
912,SLG UN Equity,INDUSTRY_SECTOR,Financial,UN,SLG
913,SLM UN Equity,INDUSTRY_SECTOR,Financial,UN,SLM
914,SLM UQ Equity,INDUSTRY_SECTOR,Financial,UQ,SLM
915,SLM UW Equity,INDUSTRY_SECTOR,Financial,UW,SLM
916,SNA UN Equity,INDUSTRY_SECTOR,Industrial,UN,SNA
917,SNDK UQ Equity,INDUSTRY_SECTOR,Technology,UQ,SNDK
918,SNDK UW Equity,INDUSTRY_SECTOR,Technology,UW,SNDK
919,SNI UN Equity,INDUSTRY_SECTOR,Communications,UN,SNI
920,SNI UW Equity,INDUSTRY_SECTOR,Communications,UW,SNI
921,SNPS UW Equity,INDUSTRY_SECTOR,Technology,UW,SNPS
922,SNV UN Equity,INDUSTRY_SECTOR,Financial,UN,SNV
923,SO UN Equity,INDUSTRY_SECTOR,Utilities,UN,SO
924,SOV UN Equity,INDUSTRY_SECTOR,Financial,UN,SOV
925,SPG UN Equity,INDUSTRY_SECTOR,Financial,UN,SPG
926,SPGI UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SPGI
927,SPLS UA Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UA,SPLS
928,SPLS UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UQ,SPLS
929,SPLS US Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",US,SPLS
930,SPLS UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,SPLS
931,SRCL UW Equity,INDUSTRY_SECTOR,Industrial,UW,SRCL
932,SRE UN Equity,INDUSTRY_SECTOR,Utilities,UN,SRE
933,SSP UN Equity,INDUSTRY_SECTOR,Communications,UN,SSP
934,STE UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,STE
935,STI UN Equity,INDUSTRY_SECTOR,Financial,UN,STI
936,STJ UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,STJ
937,STR UN Equity,INDUSTRY_SECTOR,Utilities,UN,STR
938,STT UN Equity,INDUSTRY_SECTOR,Financial,UN,STT
939,STX UW Equity,INDUSTRY_SECTOR,Technology,UW,STX
940,STZ UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,STZ
941,SUNEQ UN Equity,INDUSTRY_SECTOR,Energy,UN,SUNEQ
942,SVU UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SVU
943,SWK UN Equity,INDUSTRY_SECTOR,Industrial,UN,SWK
944,SWKS UW Equity,INDUSTRY_SECTOR,Technology,UW,SWKS
945,SWN UN Equity,INDUSTRY_SECTOR,Energy,UN,SWN
946,SWY UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SWY
947,SYF UN Equity,INDUSTRY_SECTOR,Financial,UN,SYF
948,SYK UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SYK
949,SYY UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,SYY
950,T UN Equity,INDUSTRY_SECTOR,Communications,UN,T
951,TAP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,TAP
952,TDC UN Equity,INDUSTRY_SECTOR,Technology,UN,TDC
953,TDG UN Equity,INDUSTRY_SECTOR,Industrial,UN,TDG
954,TDY UN Equity,INDUSTRY_SECTOR,Industrial,UN,TDY
955,TEG UN Equity,INDUSTRY_SECTOR,Utilities,UN,TEG
956,TEK UN Equity,INDUSTRY_SECTOR,Industrial,UN,TEK
957,TEL UN Equity,INDUSTRY_SECTOR,Industrial,UN,TEL
958,TER UN Equity,INDUSTRY_SECTOR,Technology,UN,TER
959,TER UW Equity,INDUSTRY_SECTOR,Technology,UW,TER
960,TEX UN Equity,INDUSTRY_SECTOR,Industrial,UN,TEX
961,TFC UN Equity,INDUSTRY_SECTOR,Financial,UN,TFC
962,TFCF UW Equity,INDUSTRY_SECTOR,Communications,UW,TFCF
963,TFCFA UN Equity,INDUSTRY_SECTOR,Communications,UN,TFCFA
964,TFCFA UW Equity,INDUSTRY_SECTOR,Communications,UW,TFCFA
965,TFX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,TFX
966,TGNA UN Equity,INDUSTRY_SECTOR,Communications,UN,TGNA
967,TGT UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TGT
968,THC UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,THC
969,TIE UN Equity,INDUSTRY_SECTOR,Basic Materials,UN,TIE
970,TIF UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TIF
971,TIN UN Equity,INDUSTRY_SECTOR,Industrial,UN,TIN
972,TJX UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TJX
973,TLAB UQ Equity,INDUSTRY_SECTOR,Communications,UQ,TLAB
974,TLAB UW Equity,INDUSTRY_SECTOR,Communications,UW,TLAB
975,TMO UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,TMO
976,TMUS UN Equity,INDUSTRY_SECTOR,Communications,UN,TMUS
977,TMUS UW Equity,INDUSTRY_SECTOR,Communications,UW,TMUS
978,TNB UN Equity,INDUSTRY_SECTOR,Industrial,UN,TNB
979,TNL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TNL
980,TOY UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TOY
981,TPR UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TPR
982,TRB UN Equity,INDUSTRY_SECTOR,Communications,UN,TRB
983,TRIP UW Equity,INDUSTRY_SECTOR,Communications,UW,TRIP
984,TROW UQ Equity,INDUSTRY_SECTOR,Financial,UQ,TROW
985,TROW UW Equity,INDUSTRY_SECTOR,Financial,UW,TROW
986,TRV UN Equity,INDUSTRY_SECTOR,Financial,UN,TRV
987,TSCO UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,TSCO
988,TSLA UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,TSLA
989,TSN UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,TSN
990,TSS UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,TSS
991,TSS US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",US,TSS
992,TT UN Equity,INDUSTRY_SECTOR,Industrial,UN,TT
993,TTWO UW Equity,INDUSTRY_SECTOR,Technology,UW,TTWO
994,TUP UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,TUP
995,TWC UN Equity,INDUSTRY_SECTOR,Communications,UN,TWC
996,TWTR UN Equity,INDUSTRY_SECTOR,Communications,UN,TWTR
997,TWX UN Equity,INDUSTRY_SECTOR,Communications,UN,TWX
998,TWX US Equity,INDUSTRY_SECTOR,Communications,US,TWX
999,TXN UN Equity,INDUSTRY_SECTOR,Technology,UN,TXN
1000,TXN UW Equity,INDUSTRY_SECTOR,Technology,UW,TXN
1001,TXT UN Equity,INDUSTRY_SECTOR,Industrial,UN,TXT
1002,TXU US Equity,INDUSTRY_SECTOR,Utilities,US,TXU
1003,TYL UN Equity,INDUSTRY_SECTOR,Technology,UN,TYL
1004,UA UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,UA
1005,UAA UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,UAA
1006,UAL UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,UAL
1007,UAL UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,UAL
1008,UDR UN Equity,INDUSTRY_SECTOR,Financial,UN,UDR
1009,UHS UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,UHS
1010,UIS UN Equity,INDUSTRY_SECTOR,Technology,UN,UIS
1011,UIS UP Equity,INDUSTRY_SECTOR,Technology,UP,UIS
1012,ULTA UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,ULTA
1013,UNH UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,UNH
1014,UNM UN Equity,INDUSTRY_SECTOR,Financial,UN,UNM
1015,UNP UN Equity,INDUSTRY_SECTOR,Industrial,UN,UNP
1016,UPS UN Equity,INDUSTRY_SECTOR,Industrial,UN,UPS
1017,URBN UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UW,URBN
1018,URI UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,URI
1019,USB UN Equity,INDUSTRY_SECTOR,Financial,UN,USB
1020,V UN Equity,INDUSTRY_SECTOR,Financial,UN,V
1021,VALPQ UN Equity,INDUSTRY_SECTOR,Energy,UN,VALPQ
1022,VAR UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UN,VAR
1023,VFC UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical",UN,VFC
1024,VIAB UN Equity,INDUSTRY_SECTOR,Communications,UN,VIAB
1025,VIAB UW Equity,INDUSTRY_SECTOR,Communications,UW,VIAB
1026,VIAC UN Equity,INDUSTRY_SECTOR,Communications,UN,VIAC
1027,VIAC UW Equity,INDUSTRY_SECTOR,Communications,UW,VIAC
1028,VIAV UQ Equity,INDUSTRY_SECTOR,Communications,UQ,VIAV
1029,VIAV UW Equity,INDUSTRY_SECTOR,Communications,UW,VIAV
1030,VLO UN Equity,INDUSTRY_SECTOR,Energy,UN,VLO
1031,VMC UN Equity,INDUSTRY_SECTOR,Industrial,UN,VMC
1032,VNO UN Equity,INDUSTRY_SECTOR,Financial,UN,VNO
1033,VNT UN Equity,INDUSTRY_SECTOR,Industrial,UN,VNT
1034,VREX UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,VREX
1035,VRSK UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,VRSK
1036,VRSN UQ Equity,INDUSTRY_SECTOR,Communications,UQ,VRSN
1037,VRSN UW Equity,INDUSTRY_SECTOR,Communications,UW,VRSN
1038,VRTX UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical",UW,VRTX
